title,case,year,source,citations no.
Curling v. Kemp,"334 F. Supp. 3d 1303 - Dist. Court, ND Georgia",2018,https://scholar.google.com/scholar_case?case=3038500598221572347&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,31
Calvillo Manriquez v. DeVos,"345 F. Supp. 3d 1077 - Dist. Court, ND California",2018,https://scholar.google.com/scholar_case?case=5348839794019035570&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,30
State v. Jones,"903 NW 2d 101, 2017 SD 59 - SD: Supreme Court",2017,https://scholar.google.com/scholar_case?case=4534170744762743956&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,30
In re Facebook Biometric Info. Privacy Litig.,"326 FRD 535 ",2018,,30
In re CB,"425 P. 3d 40, 6 Cal. 5th 118, 237 Cal. Rptr. 3d… - Cal: Supreme…",2018,https://scholar.google.com/scholar_case?case=10813421058458683356&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,30
Howard v. State,"156 A. 3d 981, 232 Md. App. 125 - Md: Court of Special Appeals",2017,https://scholar.google.com/scholar_case?case=3976014043023543064&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,30
"Baisden v. Credit Adjustments, Inc.","813 F. 3d 338 - Court of Appeals, 6th Circuit",2016,https://scholar.google.com/scholar_case?case=13953855339665871269&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,30
"Judicial Watch, Inc. v. US Dept. of State","306 F. Supp. 3d 97 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=11957101029065981359&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,30
In Interest of LT,"158 A. 3d 1266, 2017 PA Super 93 - Pa: Superior Court",2017,https://scholar.google.com/scholar_case?case=10825886437996811359&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,30
US v. Jackson,"866 F. 3d 982 - Court of Appeals, 8th Circuit",2017,https://scholar.google.com/scholar_case?case=4873469894873114582&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,29
SAFARI CLUB INTERN. v. Rudolph,"862 F. 3d 1113 - Court of Appeals, 9th Circuit",2017,https://scholar.google.com/scholar_case?case=14186097041713104980&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,29
People v. Woodard,"909 NW 2d 299, 321 Mich. App. 377 - Mich: Court of Appeals",2017,https://scholar.google.com/scholar_case?case=3143952457825327880&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,29
US v. Correa,"908 F. 3d 208 - Court of Appeals, 7th Circuit",2018,https://scholar.google.com/scholar_case?case=14766552786112508308&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,29
"Holt v. Facebook, Inc.","240 F. Supp. 3d 1021 - Dist. Court, ND California",2017,https://scholar.google.com/scholar_case?case=14912344539430720479&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,29
In re MH,"1 Cal. App. 5th 699, 205 Cal. Rptr. 3d… - Cal: Court of Appeal, 4th…",2016,https://scholar.google.com/scholar_case?case=6489289816090026730&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,29
US v. McHenry,"849 F. 3d 699 - Court of Appeals, 8th Circuit",2017,https://scholar.google.com/scholar_case?case=16166899058080446351&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,29
Schultz v. GEICO Casualty Company,"2018 CO 87, 429 P. 3d 844 - Colo: Supreme Court",2018,https://scholar.google.com/scholar_case?case=6191319331174429327&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,29
Ignacio v. Caracciolo,"2 Cal. App. 5th 81, 206 Cal. Rptr. 3d… - Cal: Court of Appeal, 2nd…",2016,https://scholar.google.com/scholar_case?case=11360799754962843084&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,29
In re US,"817 F. 3d 953 - Court of Appeals, 6th Circuit",2016,https://scholar.google.com/scholar_case?case=10333272801034413710&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,29
Weaver v. Myers,229 So. 3d 1118 - Fla: Supreme Court,2017,https://scholar.google.com/scholar_case?case=1414191571816315720&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,28
"People for the Ethical Treatment of Animals, Inc. v. Department of Agricultural Resources","477 Mass. 280, 76 NE 3d 227 - Mass: Supreme Judicial Court",2017,https://scholar.google.com/scholar_case?case=6655953989043482103&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,28
CAF v. Viacom Inc.,"137 S. Ct. 624, 196 L. Ed. 2d 516 - Supreme Court",2017,https://scholar.google.com/scholar_case?case=68157304225857570&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,28
DO v. Glisson,"847 F. 3d 374 - Court of Appeals, 6th Circuit",2017,https://scholar.google.com/scholar_case?case=17993350119118523027&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,28
US v. Pacheco,"884 F. 3d 1031 - Court of Appeals, 10th Circuit",2018,https://scholar.google.com/scholar_case?case=5962624253319921898&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,28
Roundtree v. City of New York,"2018 WL 1586473 ",2018,,28
Cahen v. Toyota Motor Corp.,"717 Fed. Appx. 720, 717 F. App'x 720 ",2017,,28
R v. Rogers Communications,"2016 ONSC 70 ",2016,,28
Electronic Privacy Information Center v. FAA,"892 F. 3d 1249 - Court of Appeals, Dist. of Columbia Circuit",2018,https://scholar.google.com/scholar_case?case=12694720263585992197&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,27
US v. Russell,"847 F. 3d 616 - Court of Appeals, 8th Circuit",2017,https://scholar.google.com/scholar_case?case=3931546815575488067&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,27
Lamb v. Millennium Challenge Corp.,"228 F. Supp. 3d 28 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=1409070568495075695&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,27
State v. Mansor,"421 P. 3d 323, 363 Or. 185 - Or: Supreme Court",2018,https://scholar.google.com/scholar_case?case=9833101146917772794&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,27
Stockman v. Trump,"331 F. Supp. 3d 990 - Dist. Court, CD California",2018,https://scholar.google.com/scholar_case?case=12284013437257661988&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,27
Canada (Attorney General) v. Fontaine,"2017 SCC 47 ",2017,,27
Gallion v. Charter Communications Inc.,"287 F. Supp. 3d 920 - Dist. Court, CD California",2018,https://scholar.google.com/scholar_case?case=16375230742215982588&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
People v. Bushey,"29 NY 3d 158, 75 NE 3d 1165, 53 NYS 3d… - NY: Court of Appeals",2017,https://scholar.google.com/scholar_case?case=4349793106624658104&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
"Caudill v. Wells Fargo Home Mortg., Inc.","2016 WL 3820195 ",2016,,26
"Aranda v. Caribbean Cruise Line, Inc.","202 F. Supp. 3d 850 - Dist. Court, ND Illinois",2016,https://scholar.google.com/scholar_case?case=6988742798413837526&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
"Strike 3 Holdings, LLC v. Doe","351 F. Supp. 3d 160 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=9552646531749595043&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
US v. Lough,"221 F. Supp. 3d 770 - Dist. Court, ND West Virginia",2016,https://scholar.google.com/scholar_case?case=6065376453461659898&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
People v. Guzman,"23 Cal. App. 5th 53, 232 Cal. Rptr. 3d… - Cal: Court of Appeal, 1st…",2018,https://scholar.google.com/scholar_case?case=9084405299518952057&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
State v. DeLottinville,890 NW 2d 116 - Minn: Supreme Court,2017,https://scholar.google.com/scholar_case?case=6867229077027965402&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
Liff v. OFFICE OF INSPECTOR GENERAL FOR US DOL,"881 F. 3d 912 - Court of Appeals, Dist. of Columbia Circuit",2018,https://scholar.google.com/scholar_case?case=1224605933903165716&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
People v. Macias,"26 Cal. App. 5th 957, 237 Cal. Rptr. 3d… - Cal: Court of Appeal, 1st…",2018,https://scholar.google.com/scholar_case?case=15913151549241549302&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
Flynt v. Lombardi,"885 F. 3d 508 - Court of Appeals, 8th Circuit",2018,https://scholar.google.com/scholar_case?case=9155224245210502395&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
Wisdom v. US Trustee Program,"232 F. Supp. 3d 97 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=6452528013288465365&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
Emeson v. Department of Corrections,"376 P. 3d 430, 194 Wash. App. 617 - Wash: Court of Appeals, 2nd…",2016,https://scholar.google.com/scholar_case?case=4430064230268001208&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
US v. Gilliam,"842 F. 3d 801 - Court of Appeals, 2nd Circuit",2016,https://scholar.google.com/scholar_case?case=9623042105850702074&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
Romero v. DEPT. STORES NAT. BANK,"199 F. Supp. 3d 1256 - Dist. Court, SD California",2016,https://scholar.google.com/scholar_case?case=3205352754514175874&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
"Life v. Dir., NH Charitable Trusts Unit","169 NH 95, 143 A. 3d 829 ",2016,,26
Luke v. State,51 NE 3d 401 - Ind: Court of Appeals,2016,https://scholar.google.com/scholar_case?case=975416227393312757&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,26
"In re Grand Jury Subpoena, JK-15-029","828 F. 3d 1083 - Court of Appeals, 9th Circuit",2016,https://scholar.google.com/scholar_case?case=8191839318076582627&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,25
"Gambles v. Sterling Infosystems, Inc.","234 F. Supp. 3d 510 - Dist. Court, SD New York",2017,https://scholar.google.com/scholar_case?case=1480120207464564200&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,25
Reese v. Pennsylvanians for Union Reform,"173 A. 3d 1143, 643 Pa. 530 - Pa: Supreme Court",2017,https://scholar.google.com/scholar_case?case=7541592171661799305&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,25
US v. Ammons,"207 F. Supp. 3d 732 - Dist. Court, WD Kentucky",2016,https://scholar.google.com/scholar_case?case=2958645470487280704&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,25
State v. Morris,"783 SE 2d 528, 246 NC App. 349 - NC: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=6917752702461727537&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,25
"Cour v. Life360, Inc.","2016 WL 4039279 ",2016,,25
Brush v. Miami Beach Healthcare Group Ltd.,"238 F. Supp. 3d 1359 - Dist. Court, SD Florida",2017,https://scholar.google.com/scholar_case?case=14057085595756007535&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,25
MATTER OF FIREMEN'S ASS'N OBLIG.,"166 A. 3d 1125, 230 NJ 258 - NJ: Supreme Court",2017,https://scholar.google.com/scholar_case?case=13570015901409171873&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,25
People v. Laird,"27 Cal. App. 5th 458, 238 Cal. Rptr. 3d… - Cal: Court of Appeal, 4th…",2018,https://scholar.google.com/scholar_case?case=4101335747666103629&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,25
Robertelli v. OFFICE OF ATTY. ETHICS,"134 A. 3d 963, 224 NJ 470 - NJ: Supreme Court",2016,https://scholar.google.com/scholar_case?case=997107541457102202&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,25
"Judicial Watch, Inc. v. US Dept. of State","282 F. Supp. 3d 36 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=1978538283069885674&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
US v. Thompson,"881 F. 3d 629 - Court of Appeals, 8th Circuit",2018,https://scholar.google.com/scholar_case?case=7334770556772494733&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
US v. Jones,"893 F. 3d 66 - Court of Appeals, 2nd Circuit",2018,https://scholar.google.com/scholar_case?case=18156776151463501297&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
"Auer v. Trans Union, LLC","902 F. 3d 873 - Court of Appeals, 8th Circuit",2018,https://scholar.google.com/scholar_case?case=17997326298121889920&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
"Mey v. Got Warranty, Inc.","2016 WL 3645195 ",2016,,24
American Civil Liberties Union Foundation v. Superior Court,"400 P. 3d 432, 3 Cal. 5th 1032, 221 Cal. Rptr… - Cal: Supreme…",2017,https://scholar.google.com/scholar_case?case=2919302583977979152&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
Com. v. Leslie,"477 Mass. 48, 76 NE 3d 978 - Mass: Supreme Judicial Court",2017,https://scholar.google.com/scholar_case?case=4046959951549305291&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
Collado v. City of New York,"193 F. Supp. 3d 286 - Dist. Court, SD New York",2016,https://scholar.google.com/scholar_case?case=12446093673343499917&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
US v. Bey,"825 F. 3d 75 - Court of Appeals, 1st Circuit",2016,https://scholar.google.com/scholar_case?case=11541815063921508856&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
Wash. v. US Dep't of Justice,"854 F. 3d 675 ",2017,,24
US v. Cervantes,"859 F. 3d 1175 - Court of Appeals, 9th Circuit",2017,https://scholar.google.com/scholar_case?case=2598688600613675314&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
Parker v. US IMMIGRATION AND CUSTOMS ENFORCEMENT,"238 F. Supp. 3d 89 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=4906989792151671671&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
Pinson v. US DEPT. OF JUSTICE,"160 F. Supp. 3d 285 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=2425120543190071903&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
R v. Jarvis,"2017 ONCA 778 ",2017,,24
"Romero v. Securus Technologies, Inc.","216 F. Supp. 3d 1078 - Dist. Court, SD California",2016,https://scholar.google.com/scholar_case?case=7454050679014235686&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,24
ERY v. Associated Newspapers Ltd,"2016 EWHC 2760, 2017 EMLR 9 ",2016,,24
Pinson v. US DEPT. OF JUSTICE,"202 F. Supp. 3d 86 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=6024544209911779838&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
Sai v. TRANSP SEC. ADMIN.,"315 F. Supp. 3d 218 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=16239104146207287839&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
Commonwealth v. Loughnane,173 A. 3d 733 - Pa: Supreme Court,2017,https://scholar.google.com/scholar_case?case=3503518203775950993&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
In re Certified Question,"885 NW 2d 628, 499 Mich. 477 - Mich: Supreme Court",2016,https://scholar.google.com/scholar_case?case=3844219474203179110&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
People v. Gordon,"58 Misc. 3d 544, 68 NYS 3d 306, 2017 NY Slip… - NY: Supreme…",2017,https://scholar.google.com/scholar_case?case=13663123388136027851&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
United States v. Khan,"2017 WL 2362572 ",2017,,23
Taylor v. State,"371 P. 3d 1036, 132 Nev. 309 - Nev: Supreme Court",2016,https://scholar.google.com/scholar_case?case=2577038579993335108&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
Planned Parenthood v. Reynolds ex rel.,915 NW 2d 206 - Iowa: Supreme Court,2018,https://scholar.google.com/scholar_case?case=1333734160891990238&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
"Sekura v. Krishna Schaumburg Tan, Inc.","115 NE 3d 1080, 426 Ill. Dec. 158, 2018 IL… - Ill: Appellate Court…",2018,https://scholar.google.com/scholar_case?case=6029374293912656402&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
Moody v. Michigan Gaming Control Bd.,"847 F. 3d 399 - Court of Appeals, 6th Circuit",2017,https://scholar.google.com/scholar_case?case=3119292214122862049&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
US v. Craddock,"841 F. 3d 756 - Court of Appeals, 8th Circuit",2016,https://scholar.google.com/scholar_case?case=5803507303168617108&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
State v. Mecham,"380 P. 3d 414, 186 Wash. 2d 128 - Wash: Supreme Court",2016,https://scholar.google.com/scholar_case?case=2403633183079810462&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,23
"Hughes v. Twenty-First Century Fox, Inc.","327 FRD 55 ",2018,,23
In re Facebook Privacy Litigation,"192 F. Supp. 3d 1053 - Dist. Court, ND California",2016,https://scholar.google.com/scholar_case?case=14009587200909154149&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
Greenley v. LABORERS'INTERN. UNION OF N. AMER.,"271 F. Supp. 3d 1128 - Dist. Court, Minnesota",2017,https://scholar.google.com/scholar_case?case=13867118669038990649&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
US v. Lewis,"864 F. 3d 937 - Court of Appeals, 8th Circuit",2017,https://scholar.google.com/scholar_case?case=15056083381022191681&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
US v. Paxton,"848 F. 3d 803 - Court of Appeals, 7th Circuit",2017,https://scholar.google.com/scholar_case?case=15154527602977171207&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
Walston v. US Dept. of Defense,"238 F. Supp. 3d 57 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=15294138857144539476&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
Walker v. Coffey,"905 F. 3d 138 - Court of Appeals, 3rd Circuit",2018,https://scholar.google.com/scholar_case?case=5214919966754581818&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
Alberta (Information and Privacy Commissioner) v. University of Calgary,"2016 SCC 53 ",2016,,22
State v. Flores,"379 P. 3d 104, 186 Wash. 2d 506 - Wash: Supreme Court",2016,https://scholar.google.com/scholar_case?case=15289519996115284716&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
Duncan v. State,"815 SE 2d 294, 346 Ga. App. 777 - Ga: Court of Appeals",2018,https://scholar.google.com/scholar_case?case=5861609732728319105&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
Chichakli v. Tillerson,"882 F. 3d 229 - Court of Appeals, Dist. of Columbia Circuit",2018,https://scholar.google.com/scholar_case?case=14713782933206225434&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
US v. Wheeler,"169 F. Supp. 3d 896 - Dist. Court, ED Wisconsin",2016,https://scholar.google.com/scholar_case?case=18320385602980284307&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
"May v. City of Nahunta, Georgia","846 F. 3d 1320 - Court of Appeals, 11th Circuit",2017,https://scholar.google.com/scholar_case?case=15897221708807758103&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
"AD v. Credit One Bank, NA","2016 WL 4417077 ",2016,,22
Holmes v. State,"182 A. 3d 341, 236 Md. App. 636 - Md: Court of Special Appeals",2018,https://scholar.google.com/scholar_case?case=908413688973283123&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,22
State v. Olsen,"399 P. 3d 1141, 189 Wash. 2d 118 - Wash: Supreme Court",2017,https://scholar.google.com/scholar_case?case=7134202890349949325&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,21
State v. Sencion,"183 A. 3d 961, 454 NJ Super. 25 - NJ: Appellate Div.",2018,https://scholar.google.com/scholar_case?case=5729868823503037529&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,21
Tuffly v. US DEPT. OF HOMELAND SEC.,"870 F. 3d 1086 - Court of Appeals, 9th Circuit",2017,https://scholar.google.com/scholar_case?case=10761453533323566401&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,21
"Landrum v. Blackbird Enterprises, LLC","214 F. Supp. 3d 566 - Dist. Court, SD Texas",2016,https://scholar.google.com/scholar_case?case=6388364922549730905&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,21
